Epoch 1, Training Loss: 0.9552, Validation Loss: 0.9717
Epoch 437, Training Loss: 0.0057, Validation Loss: 0.0129
Epoch 438, Training Loss: 0.0074, Validation Loss: 0.0062
Epoch 439, Training Loss: 0.0082, Validation Loss: 0.0104
Epoch 440, Training Loss: 0.0061, Validation Loss: 0.0043
Epoch 441, Training Loss: 0.0058, Validation Loss: 0.0077
Epoch 442, Training Loss: 0.0060, Validation Loss: 0.0057
Epoch 443, Training Loss: 0.0058, Validation Loss: 0.0053
Epoch 444, Training Loss: 0.0068, Validation Loss: 0.0060
Epoch 445, Training Loss: 0.0072, Validation Loss: 0.0107
Epoch 446, Training Loss: 0.0069, Validation Loss: 0.0047
Epoch 447, Training Loss: 0.0061, Validation Loss: 0.0057
Epoch 448, Training Loss: 0.0074, Validation Loss: 0.0089
Epoch 449, Training Loss: 0.0072, Validation Loss: 0.0075
Epoch 450, Training Loss: 0.0068, Validation Loss: 0.0047
Epoch 451, Training Loss: 0.0077, Validation Loss: 0.0082
Epoch 452, Training Loss: 0.0066, Validation Loss: 0.0060
Epoch 453, Training Loss: 0.0062, Validation Loss: 0.0052
Epoch 454, Training Loss: 0.0065, Validation Loss: 0.0071
Epoch 455, Training Loss: 0.0065, Validation Loss: 0.0079
Epoch 456, Training Loss: 0.0064, Validation Loss: 0.0044
Epoch 457, Training Loss: 0.0060, Validation Loss: 0.0107
Epoch 458, Training Loss: 0.0078, Validation Loss: 0.0057
Epoch 459, Training Loss: 0.0068, Validation Loss: 0.0111
Epoch 460, Training Loss: 0.0077, Validation Loss: 0.0047
Epoch 461, Training Loss: 0.0059, Validation Loss: 0.0073
Epoch 462, Training Loss: 0.0064, Validation Loss: 0.0051
Epoch 463, Training Loss: 0.0070, Validation Loss: 0.0052
Epoch 464, Training Loss: 0.0070, Validation Loss: 0.0103
Epoch 465, Training Loss: 0.0068, Validation Loss: 0.0053
Epoch 466, Training Loss: 0.0062, Validation Loss: 0.0044
Epoch 467, Training Loss: 0.0060, Validation Loss: 0.0058
Epoch 468, Training Loss: 0.0056, Validation Loss: 0.0062
Epoch 469, Training Loss: 0.0057, Validation Loss: 0.0046
Epoch 470, Training Loss: 0.0056, Validation Loss: 0.0102
Epoch 471, Training Loss: 0.0061, Validation Loss: 0.0046
Epoch 472, Training Loss: 0.0058, Validation Loss: 0.0070
Epoch 473, Training Loss: 0.0054, Validation Loss: 0.0047
Epoch 474, Training Loss: 0.0061, Validation Loss: 0.0066
Epoch 475, Training Loss: 0.0064, Validation Loss: 0.0052
Epoch 476, Training Loss: 0.0068, Validation Loss: 0.0087
Epoch 477, Training Loss: 0.0081, Validation Loss: 0.0089
Epoch 478, Training Loss: 0.0082, Validation Loss: 0.0058
Epoch 479, Training Loss: 0.0064, Validation Loss: 0.0071
Epoch 480, Training Loss: 0.0065, Validation Loss: 0.0078
Epoch 481, Training Loss: 0.0072, Validation Loss: 0.0077
Epoch 482, Training Loss: 0.0064, Validation Loss: 0.0074
Epoch 483, Training Loss: 0.0069, Validation Loss: 0.0048
Epoch 484, Training Loss: 0.0065, Validation Loss: 0.0084
Epoch 485, Training Loss: 0.0061, Validation Loss: 0.0054
Epoch 486, Training Loss: 0.0069, Validation Loss: 0.0079
Epoch 487, Training Loss: 0.0060, Validation Loss: 0.0057
Epoch 488, Training Loss: 0.0058, Validation Loss: 0.0049
Epoch 489, Training Loss: 0.0059, Validation Loss: 0.0052
Epoch 490, Training Loss: 0.0060, Validation Loss: 0.0071
Epoch 491, Training Loss: 0.0060, Validation Loss: 0.0044
Epoch 492, Training Loss: 0.0059, Validation Loss: 0.0064
Epoch 493, Training Loss: 0.0058, Validation Loss: 0.0056
Epoch 494, Training Loss: 0.0060, Validation Loss: 0.0089
Epoch 495, Training Loss: 0.0068, Validation Loss: 0.0052
Epoch 496, Training Loss: 0.0057, Validation Loss: 0.0072
Epoch 497, Training Loss: 0.0055, Validation Loss: 0.0049
Epoch 498, Training Loss: 0.0068, Validation Loss: 0.0079
Epoch 499, Training Loss: 0.0066, Validation Loss: 0.0083
Epoch 500, Training Loss: 0.0063, Validation Loss: 0.0046
Epoch 501, Training Loss: 0.0062, Validation Loss: 0.0075
Epoch 502, Training Loss: 0.0063, Validation Loss: 0.0055
Epoch 503, Training Loss: 0.0064, Validation Loss: 0.0096
Epoch 504, Training Loss: 0.0081, Validation Loss: 0.0056
Epoch 505, Training Loss: 0.0062, Validation Loss: 0.0075
Epoch 506, Training Loss: 0.0068, Validation Loss: 0.0048
Epoch 507, Training Loss: 0.0065, Validation Loss: 0.0062
Epoch 508, Training Loss: 0.0058, Validation Loss: 0.0059
Epoch 509, Training Loss: 0.0057, Validation Loss: 0.0070
Epoch 510, Training Loss: 0.0058, Validation Loss: 0.0051
Epoch 511, Training Loss: 0.0058, Validation Loss: 0.0055
Epoch 512, Training Loss: 0.0055, Validation Loss: 0.0057
Epoch 513, Training Loss: 0.0055, Validation Loss: 0.0052
Epoch 514, Training Loss: 0.0056, Validation Loss: 0.0081
Epoch 515, Training Loss: 0.0059, Validation Loss: 0.0046
Epoch 516, Training Loss: 0.0063, Validation Loss: 0.0057
Epoch 517, Training Loss: 0.0062, Validation Loss: 0.0078
Epoch 518, Training Loss: 0.0065, Validation Loss: 0.0063
Epoch 519, Training Loss: 0.0055, Validation Loss: 0.0048
Epoch 520, Training Loss: 0.0060, Validation Loss: 0.0079
Epoch 521, Training Loss: 0.0061, Validation Loss: 0.0064
Epoch 522, Training Loss: 0.0085, Validation Loss: 0.0063
Epoch 523, Training Loss: 0.0070, Validation Loss: 0.0101
Epoch 524, Training Loss: 0.0077, Validation Loss: 0.0044
Epoch 525, Training Loss: 0.0066, Validation Loss: 0.0046
Epoch 526, Training Loss: 0.0070, Validation Loss: 0.0100
Epoch 527, Training Loss: 0.0067, Validation Loss: 0.0056
Epoch 528, Training Loss: 0.0058, Validation Loss: 0.0057
Epoch 529, Training Loss: 0.0056, Validation Loss: 0.0059
Epoch 530, Training Loss: 0.0055, Validation Loss: 0.0059
Epoch 531, Training Loss: 0.0058, Validation Loss: 0.0058
Epoch 532, Training Loss: 0.0057, Validation Loss: 0.0062
Epoch 533, Training Loss: 0.0055, Validation Loss: 0.0053
Epoch 534, Training Loss: 0.0056, Validation Loss: 0.0046
Epoch 535, Training Loss: 0.0061, Validation Loss: 0.0102
Epoch 536, Training Loss: 0.0063, Validation Loss: 0.0052
Epoch 537, Training Loss: 0.0060, Validation Loss: 0.0050
Epoch 538, Training Loss: 0.0062, Validation Loss: 0.0083
Epoch 539, Training Loss: 0.0064, Validation Loss: 0.0054
Epoch 540, Training Loss: 0.0059, Validation Loss: 0.0044
Epoch 541, Training Loss: 0.0057, Validation Loss: 0.0066
Epoch 542, Training Loss: 0.0055, Validation Loss: 0.0056
Epoch 543, Training Loss: 0.0055, Validation Loss: 0.0057
Epoch 544, Training Loss: 0.0056, Validation Loss: 0.0066
Epoch 545, Training Loss: 0.0056, Validation Loss: 0.0046
Epoch 546, Training Loss: 0.0060, Validation Loss: 0.0063
Epoch 547, Training Loss: 0.0061, Validation Loss: 0.0057
Epoch 548, Training Loss: 0.0059, Validation Loss: 0.0060
Epoch 549, Training Loss: 0.0056, Validation Loss: 0.0062
Epoch 550, Training Loss: 0.0057, Validation Loss: 0.0053
Epoch 551, Training Loss: 0.0060, Validation Loss: 0.0077
Epoch 552, Training Loss: 0.0068, Validation Loss: 0.0088
Epoch 553, Training Loss: 0.0065, Validation Loss: 0.0056
Epoch 554, Training Loss: 0.0078, Validation Loss: 0.0062
Epoch 555, Training Loss: 0.0081, Validation Loss: 0.0113
Epoch 556, Training Loss: 0.0089, Validation Loss: 0.0088
Epoch 557, Training Loss: 0.0105, Validation Loss: 0.0220
Epoch 558, Training Loss: 0.0111, Validation Loss: 0.0060
Epoch 559, Training Loss: 0.0071, Validation Loss: 0.0090
Epoch 560, Training Loss: 0.0067, Validation Loss: 0.0069
Epoch 561, Training Loss: 0.0067, Validation Loss: 0.0046
Epoch 562, Training Loss: 0.0064, Validation Loss: 0.0047
Epoch 563, Training Loss: 0.0056, Validation Loss: 0.0079
Epoch 564, Training Loss: 0.0060, Validation Loss: 0.0047
Epoch 565, Training Loss: 0.0061, Validation Loss: 0.0055
Epoch 566, Training Loss: 0.0059, Validation Loss: 0.0066
Epoch 567, Training Loss: 0.0060, Validation Loss: 0.0047
Epoch 568, Training Loss: 0.0067, Validation Loss: 0.0058
Epoch 569, Training Loss: 0.0058, Validation Loss: 0.0058
Epoch 570, Training Loss: 0.0061, Validation Loss: 0.0103
Epoch 571, Training Loss: 0.0076, Validation Loss: 0.0059
Epoch 572, Training Loss: 0.0071, Validation Loss: 0.0059
Epoch 573, Training Loss: 0.0076, Validation Loss: 0.0091
Epoch 574, Training Loss: 0.0071, Validation Loss: 0.0050
Epoch 575, Training Loss: 0.0063, Validation Loss: 0.0085
Epoch 576, Training Loss: 0.0065, Validation Loss: 0.0061
Epoch 577, Training Loss: 0.0072, Validation Loss: 0.0068
Epoch 578, Training Loss: 0.0103, Validation Loss: 0.0084
Epoch 579, Training Loss: 0.0179, Validation Loss: 0.0172
Epoch 580, Training Loss: 0.0156, Validation Loss: 0.0349
Epoch 581, Training Loss: 0.0188, Validation Loss: 0.0238
Epoch 582, Training Loss: 0.0171, Validation Loss: 0.0314
Epoch 583, Training Loss: 0.0187, Validation Loss: 0.0183
Epoch 584, Training Loss: 0.0151, Validation Loss: 0.0144
Epoch 585, Training Loss: 0.0103, Validation Loss: 0.0140
Epoch 586, Training Loss: 0.0091, Validation Loss: 0.0116
Epoch 587, Training Loss: 0.0087, Validation Loss: 0.0118
Epoch 588, Training Loss: 0.0080, Validation Loss: 0.0090
Epoch 589, Training Loss: 0.0070, Validation Loss: 0.0049
Epoch 590, Training Loss: 0.0070, Validation Loss: 0.0083
Epoch 591, Training Loss: 0.0067, Validation Loss: 0.0053
Epoch 592, Training Loss: 0.0059, Validation Loss: 0.0069
Epoch 593, Training Loss: 0.0060, Validation Loss: 0.0062
Epoch 594, Training Loss: 0.0059, Validation Loss: 0.0057
Epoch 595, Training Loss: 0.0057, Validation Loss: 0.0059
Epoch 596, Training Loss: 0.0060, Validation Loss: 0.0066
Epoch 597, Training Loss: 0.0064, Validation Loss: 0.0076
Epoch 598, Training Loss: 0.0064, Validation Loss: 0.0050
Epoch 599, Training Loss: 0.0057, Validation Loss: 0.0064
Epoch 600, Training Loss: 0.0057, Validation Loss: 0.0051
Epoch 601, Training Loss: 0.0057, Validation Loss: 0.0052
Epoch 602, Training Loss: 0.0060, Validation Loss: 0.0055
Epoch 603, Training Loss: 0.0060, Validation Loss: 0.0076
Epoch 604, Training Loss: 0.0061, Validation Loss: 0.0055
Epoch 605, Training Loss: 0.0061, Validation Loss: 0.0053
Epoch 606, Training Loss: 0.0062, Validation Loss: 0.0073
Epoch 607, Training Loss: 0.0058, Validation Loss: 0.0058
Epoch 608, Training Loss: 0.0058, Validation Loss: 0.0077
Epoch 609, Training Loss: 0.0062, Validation Loss: 0.0051
Epoch 610, Training Loss: 0.0075, Validation Loss: 0.0075
Epoch 611, Training Loss: 0.0059, Validation Loss: 0.0053
Epoch 612, Training Loss: 0.0058, Validation Loss: 0.0070
Epoch 613, Training Loss: 0.0061, Validation Loss: 0.0050
Epoch 614, Training Loss: 0.0065, Validation Loss: 0.0046
Epoch 615, Training Loss: 0.0064, Validation Loss: 0.0073
Epoch 616, Training Loss: 0.0058, Validation Loss: 0.0055
Epoch 617, Training Loss: 0.0057, Validation Loss: 0.0053
Epoch 618, Training Loss: 0.0062, Validation Loss: 0.0063
Epoch 619, Training Loss: 0.0061, Validation Loss: 0.0053
Epoch 620, Training Loss: 0.0058, Validation Loss: 0.0049
Epoch 621, Training Loss: 0.0056, Validation Loss: 0.0078
Epoch 622, Training Loss: 0.0069, Validation Loss: 0.0052
Epoch 623, Training Loss: 0.0068, Validation Loss: 0.0080
Epoch 624, Training Loss: 0.0075, Validation Loss: 0.0086
Epoch 625, Training Loss: 0.0069, Validation Loss: 0.0047
Epoch 626, Training Loss: 0.0063, Validation Loss: 0.0057
Epoch 627, Training Loss: 0.0059, Validation Loss: 0.0066
Epoch 628, Training Loss: 0.0056, Validation Loss: 0.0049
Epoch 629, Training Loss: 0.0063, Validation Loss: 0.0055
Epoch 630, Training Loss: 0.0062, Validation Loss: 0.0065
Epoch 631, Training Loss: 0.0056, Validation Loss: 0.0057
Epoch 632, Training Loss: 0.0058, Validation Loss: 0.0071
Epoch 633, Training Loss: 0.0058, Validation Loss: 0.0054
Epoch 634, Training Loss: 0.0057, Validation Loss: 0.0066
Epoch 635, Training Loss: 0.0058, Validation Loss: 0.0062
Epoch 636, Training Loss: 0.0057, Validation Loss: 0.0057
Epoch 637, Training Loss: 0.0057, Validation Loss: 0.0051
Epoch 638, Training Loss: 0.0057, Validation Loss: 0.0066
Epoch 639, Training Loss: 0.0060, Validation Loss: 0.0048
Epoch 640, Training Loss: 0.0068, Validation Loss: 0.0064
Epoch 641, Training Loss: 0.0060, Validation Loss: 0.0072
Epoch 642, Training Loss: 0.0062, Validation Loss: 0.0052
Epoch 643, Training Loss: 0.0056, Validation Loss: 0.0090
Epoch 644, Training Loss: 0.0058, Validation Loss: 0.0058
Epoch 645, Training Loss: 0.0072, Validation Loss: 0.0096
Epoch 646, Training Loss: 0.0061, Validation Loss: 0.0054
Epoch 647, Training Loss: 0.0056, Validation Loss: 0.0064
Epoch 648, Training Loss: 0.0057, Validation Loss: 0.0054
Epoch 649, Training Loss: 0.0057, Validation Loss: 0.0057
Epoch 650, Training Loss: 0.0058, Validation Loss: 0.0077
Epoch 651, Training Loss: 0.0058, Validation Loss: 0.0049
Epoch 652, Training Loss: 0.0060, Validation Loss: 0.0108
Epoch 653, Training Loss: 0.0071, Validation Loss: 0.0061
Epoch 654, Training Loss: 0.0059, Validation Loss: 0.0048
Epoch 655, Training Loss: 0.0065, Validation Loss: 0.0092
Epoch 656, Training Loss: 0.0063, Validation Loss: 0.0049
Epoch 657, Training Loss: 0.0064, Validation Loss: 0.0070
Epoch 658, Training Loss: 0.0061, Validation Loss: 0.0056
Epoch 659, Training Loss: 0.0063, Validation Loss: 0.0057
Epoch 660, Training Loss: 0.0078, Validation Loss: 0.0092
Epoch 661, Training Loss: 0.0062, Validation Loss: 0.0048
Epoch 662, Training Loss: 0.0061, Validation Loss: 0.0095
Epoch 663, Training Loss: 0.0069, Validation Loss: 0.0069
Epoch 664, Training Loss: 0.0076, Validation Loss: 0.0088
Epoch 665, Training Loss: 0.0068, Validation Loss: 0.0075
Epoch 666, Training Loss: 0.0066, Validation Loss: 0.0057
Epoch 667, Training Loss: 0.0063, Validation Loss: 0.0071
Epoch 668, Training Loss: 0.0063, Validation Loss: 0.0056
Epoch 669, Training Loss: 0.0059, Validation Loss: 0.0058
Epoch 670, Training Loss: 0.0065, Validation Loss: 0.0057
Epoch 671, Training Loss: 0.0063, Validation Loss: 0.0087
Epoch 672, Training Loss: 0.0065, Validation Loss: 0.0070
Epoch 673, Training Loss: 0.0064, Validation Loss: 0.0081
Epoch 674, Training Loss: 0.0069, Validation Loss: 0.0080
Epoch 675, Training Loss: 0.0068, Validation Loss: 0.0060
Epoch 676, Training Loss: 0.0065, Validation Loss: 0.0061
Epoch 677, Training Loss: 0.0064, Validation Loss: 0.0052
Epoch 678, Training Loss: 0.0058, Validation Loss: 0.0088
Epoch 679, Training Loss: 0.0070, Validation Loss: 0.0056
Epoch 680, Training Loss: 0.0068, Validation Loss: 0.0093
Epoch 681, Training Loss: 0.0062, Validation Loss: 0.0049
Epoch 682, Training Loss: 0.0058, Validation Loss: 0.0091
Epoch 683, Training Loss: 0.0064, Validation Loss: 0.0049
Epoch 684, Training Loss: 0.0059, Validation Loss: 0.0055
Epoch 685, Training Loss: 0.0057, Validation Loss: 0.0052
Epoch 686, Training Loss: 0.0057, Validation Loss: 0.0075
Epoch 687, Training Loss: 0.0056, Validation Loss: 0.0050
Epoch 688, Training Loss: 0.0060, Validation Loss: 0.0081
Epoch 689, Training Loss: 0.0066, Validation Loss: 0.0052
Epoch 690, Training Loss: 0.0062, Validation Loss: 0.0050
Epoch 691, Training Loss: 0.0061, Validation Loss: 0.0081
Epoch 692, Training Loss: 0.0062, Validation Loss: 0.0052
Epoch 693, Training Loss: 0.0058, Validation Loss: 0.0056
Epoch 694, Training Loss: 0.0059, Validation Loss: 0.0059
Epoch 695, Training Loss: 0.0056, Validation Loss: 0.0047
Epoch 696, Training Loss: 0.0071, Validation Loss: 0.0101
Epoch 697, Training Loss: 0.0065, Validation Loss: 0.0052
Epoch 698, Training Loss: 0.0057, Validation Loss: 0.0062
Epoch 699, Training Loss: 0.0058, Validation Loss: 0.0071
Epoch 700, Training Loss: 0.0063, Validation Loss: 0.0049
Epoch 701, Training Loss: 0.0059, Validation Loss: 0.0073
Epoch 702, Training Loss: 0.0063, Validation Loss: 0.0073
Epoch 703, Training Loss: 0.0072, Validation Loss: 0.0065
Epoch 704, Training Loss: 0.0074, Validation Loss: 0.0161
Epoch 705, Training Loss: 0.0071, Validation Loss: 0.0059
Epoch 706, Training Loss: 0.0076, Validation Loss: 0.0096
Epoch 707, Training Loss: 0.0066, Validation Loss: 0.0048
Epoch 708, Training Loss: 0.0063, Validation Loss: 0.0053
Epoch 709, Training Loss: 0.0062, Validation Loss: 0.0063
Epoch 710, Training Loss: 0.0062, Validation Loss: 0.0066
Epoch 711, Training Loss: 0.0061, Validation Loss: 0.0053
Epoch 712, Training Loss: 0.0065, Validation Loss: 0.0092
Epoch 713, Training Loss: 0.0058, Validation Loss: 0.0046
Epoch 714, Training Loss: 0.0061, Validation Loss: 0.0058
Epoch 715, Training Loss: 0.0057, Validation Loss: 0.0066
Epoch 716, Training Loss: 0.0060, Validation Loss: 0.0058
Epoch 717, Training Loss: 0.0056, Validation Loss: 0.0060
Epoch 718, Training Loss: 0.0058, Validation Loss: 0.0051
Epoch 719, Training Loss: 0.0058, Validation Loss: 0.0060
Epoch 720, Training Loss: 0.0057, Validation Loss: 0.0061
Epoch 721, Training Loss: 0.0059, Validation Loss: 0.0047
Epoch 722, Training Loss: 0.0063, Validation Loss: 0.0107
Epoch 723, Training Loss: 0.0061, Validation Loss: 0.0044
Epoch 724, Training Loss: 0.0062, Validation Loss: 0.0057
Epoch 725, Training Loss: 0.0060, Validation Loss: 0.0083
Epoch 726, Training Loss: 0.0066, Validation Loss: 0.0051
Epoch 727, Training Loss: 0.0063, Validation Loss: 0.0057
Epoch 728, Training Loss: 0.0078, Validation Loss: 0.0128
Epoch 729, Training Loss: 0.0082, Validation Loss: 0.0072
Epoch 730, Training Loss: 0.0085, Validation Loss: 0.0115
Epoch 731, Training Loss: 0.0073, Validation Loss: 0.0054
Epoch 732, Training Loss: 0.0081, Validation Loss: 0.0082
Epoch 733, Training Loss: 0.0087, Validation Loss: 0.0082
Epoch 734, Training Loss: 0.0086, Validation Loss: 0.0067
Epoch 735, Training Loss: 0.0075, Validation Loss: 0.0081
Epoch 736, Training Loss: 0.0059, Validation Loss: 0.0046
Epoch 737, Training Loss: 0.0062, Validation Loss: 0.0061
Epoch 738, Training Loss: 0.0060, Validation Loss: 0.0051
Epoch 739, Training Loss: 0.0058, Validation Loss: 0.0062
Epoch 740, Training Loss: 0.0055, Validation Loss: 0.0078
Epoch 741, Training Loss: 0.0061, Validation Loss: 0.0050
Epoch 742, Training Loss: 0.0056, Validation Loss: 0.0105
Epoch 743, Training Loss: 0.0069, Validation Loss: 0.0047
Epoch 744, Training Loss: 0.0053, Validation Loss: 0.0080
Epoch 745, Training Loss: 0.0060, Validation Loss: 0.0057
Epoch 746, Training Loss: 0.0057, Validation Loss: 0.0060
Epoch 747, Training Loss: 0.0056, Validation Loss: 0.0065
Epoch 748, Training Loss: 0.0057, Validation Loss: 0.0051
Epoch 749, Training Loss: 0.0057, Validation Loss: 0.0059
Epoch 750, Training Loss: 0.0056, Validation Loss: 0.0045
Epoch 751, Training Loss: 0.0063, Validation Loss: 0.0080
Epoch 752, Training Loss: 0.0059, Validation Loss: 0.0054
Epoch 753, Training Loss: 0.0054, Validation Loss: 0.0082
Epoch 754, Training Loss: 0.0059, Validation Loss: 0.0055
Epoch 755, Training Loss: 0.0056, Validation Loss: 0.0064
Epoch 756, Training Loss: 0.0062, Validation Loss: 0.0067
Epoch 757, Training Loss: 0.0067, Validation Loss: 0.0064
Epoch 758, Training Loss: 0.0065, Validation Loss: 0.0053
Epoch 759, Training Loss: 0.0056, Validation Loss: 0.0073
Epoch 760, Training Loss: 0.0059, Validation Loss: 0.0056
Epoch 761, Training Loss: 0.0060, Validation Loss: 0.0055
Epoch 762, Training Loss: 0.0060, Validation Loss: 0.0087
Epoch 763, Training Loss: 0.0061, Validation Loss: 0.0047
Epoch 764, Training Loss: 0.0062, Validation Loss: 0.0077
Epoch 765, Training Loss: 0.0058, Validation Loss: 0.0051
Epoch 766, Training Loss: 0.0059, Validation Loss: 0.0054
Epoch 767, Training Loss: 0.0062, Validation Loss: 0.0093
Epoch 768, Training Loss: 0.0060, Validation Loss: 0.0048
Epoch 769, Training Loss: 0.0058, Validation Loss: 0.0087
Epoch 770, Training Loss: 0.0063, Validation Loss: 0.0048
Epoch 771, Training Loss: 0.0058, Validation Loss: 0.0062
Epoch 772, Training Loss: 0.0055, Validation Loss: 0.0048
Epoch 773, Training Loss: 0.0061, Validation Loss: 0.0093
Epoch 774, Training Loss: 0.0059, Validation Loss: 0.0047
Epoch 775, Training Loss: 0.0062, Validation Loss: 0.0066
Epoch 776, Training Loss: 0.0057, Validation Loss: 0.0057
Epoch 777, Training Loss: 0.0056, Validation Loss: 0.0052
Epoch 778, Training Loss: 0.0057, Validation Loss: 0.0067
Epoch 779, Training Loss: 0.0056, Validation Loss: 0.0058
Epoch 780, Training Loss: 0.0062, Validation Loss: 0.0049
Epoch 781, Training Loss: 0.0062, Validation Loss: 0.0070
Epoch 782, Training Loss: 0.0060, Validation Loss: 0.0060
Epoch 783, Training Loss: 0.0066, Validation Loss: 0.0062
Epoch 784, Training Loss: 0.0062, Validation Loss: 0.0080
Epoch 785, Training Loss: 0.0062, Validation Loss: 0.0060
Epoch 786, Training Loss: 0.0065, Validation Loss: 0.0057
Epoch 787, Training Loss: 0.0065, Validation Loss: 0.0061
Epoch 788, Training Loss: 0.0061, Validation Loss: 0.0060
Epoch 789, Training Loss: 0.0059, Validation Loss: 0.0062
Epoch 790, Training Loss: 0.0057, Validation Loss: 0.0054
Epoch 791, Training Loss: 0.0058, Validation Loss: 0.0052
Epoch 792, Training Loss: 0.0061, Validation Loss: 0.0086
Epoch 793, Training Loss: 0.0071, Validation Loss: 0.0063
Epoch 794, Training Loss: 0.0067, Validation Loss: 0.0065
Epoch 795, Training Loss: 0.0061, Validation Loss: 0.0059
Epoch 796, Training Loss: 0.0075, Validation Loss: 0.0083
Epoch 797, Training Loss: 0.0071, Validation Loss: 0.0081
Epoch 798, Training Loss: 0.0073, Validation Loss: 0.0068
Epoch 799, Training Loss: 0.0075, Validation Loss: 0.0080
Epoch 800, Training Loss: 0.0068, Validation Loss: 0.0062
Epoch 801, Training Loss: 0.0060, Validation Loss: 0.0061
Epoch 802, Training Loss: 0.0056, Validation Loss: 0.0064
Epoch 803, Training Loss: 0.0058, Validation Loss: 0.0056
Epoch 804, Training Loss: 0.0056, Validation Loss: 0.0064
Epoch 805, Training Loss: 0.0063, Validation Loss: 0.0051
Epoch 806, Training Loss: 0.0070, Validation Loss: 0.0095
Epoch 807, Training Loss: 0.0061, Validation Loss: 0.0049
Epoch 808, Training Loss: 0.0059, Validation Loss: 0.0060
Epoch 809, Training Loss: 0.0057, Validation Loss: 0.0055
Epoch 810, Training Loss: 0.0059, Validation Loss: 0.0083
Epoch 811, Training Loss: 0.0059, Validation Loss: 0.0047
Epoch 812, Training Loss: 0.0062, Validation Loss: 0.0062
Epoch 813, Training Loss: 0.0064, Validation Loss: 0.0088
Epoch 814, Training Loss: 0.0071, Validation Loss: 0.0056
Epoch 815, Training Loss: 0.0057, Validation Loss: 0.0051
Epoch 816, Training Loss: 0.0067, Validation Loss: 0.0089
Epoch 817, Training Loss: 0.0063, Validation Loss: 0.0059
Epoch 818, Training Loss: 0.0061, Validation Loss: 0.0052
Epoch 819, Training Loss: 0.0060, Validation Loss: 0.0059
Epoch 820, Training Loss: 0.0056, Validation Loss: 0.0062
Epoch 821, Training Loss: 0.0055, Validation Loss: 0.0060
Epoch 822, Training Loss: 0.0055, Validation Loss: 0.0053
Epoch 823, Training Loss: 0.0060, Validation Loss: 0.0069
Epoch 824, Training Loss: 0.0057, Validation Loss: 0.0055
Epoch 825, Training Loss: 0.0056, Validation Loss: 0.0065
Epoch 826, Training Loss: 0.0060, Validation Loss: 0.0051
Epoch 827, Training Loss: 0.0073, Validation Loss: 0.0127
Epoch 828, Training Loss: 0.0078, Validation Loss: 0.0051
Epoch 829, Training Loss: 0.0063, Validation Loss: 0.0076
Epoch 830, Training Loss: 0.0070, Validation Loss: 0.0077
Epoch 831, Training Loss: 0.0059, Validation Loss: 0.0051
Epoch 832, Training Loss: 0.0055, Validation Loss: 0.0070
Epoch 833, Training Loss: 0.0061, Validation Loss: 0.0056
Epoch 834, Training Loss: 0.0062, Validation Loss: 0.0069
Epoch 835, Training Loss: 0.0064, Validation Loss: 0.0046
Epoch 836, Training Loss: 0.0062, Validation Loss: 0.0087
Epoch 837, Training Loss: 0.0058, Validation Loss: 0.0048
Epoch 838, Training Loss: 0.0057, Validation Loss: 0.0066
Epoch 839, Training Loss: 0.0064, Validation Loss: 0.0072
Epoch 840, Training Loss: 0.0060, Validation Loss: 0.0052
Epoch 841, Training Loss: 0.0057, Validation Loss: 0.0078
Epoch 842, Training Loss: 0.0060, Validation Loss: 0.0058
Epoch 843, Training Loss: 0.0057, Validation Loss: 0.0051
Epoch 844, Training Loss: 0.0059, Validation Loss: 0.0070
Epoch 845, Training Loss: 0.0056, Validation Loss: 0.0056
Epoch 846, Training Loss: 0.0058, Validation Loss: 0.0054
Epoch 847, Training Loss: 0.0062, Validation Loss: 0.0097
Epoch 848, Training Loss: 0.0065, Validation Loss: 0.0052
Epoch 849, Training Loss: 0.0065, Validation Loss: 0.0093
Epoch 850, Training Loss: 0.0070, Validation Loss: 0.0060
Epoch 851, Training Loss: 0.0073, Validation Loss: 0.0057
Epoch 852, Training Loss: 0.0068, Validation Loss: 0.0077
Epoch 853, Training Loss: 0.0065, Validation Loss: 0.0061
Epoch 854, Training Loss: 0.0069, Validation Loss: 0.0086
Epoch 855, Training Loss: 0.0060, Validation Loss: 0.0054
Epoch 856, Training Loss: 0.0061, Validation Loss: 0.0073
Epoch 857, Training Loss: 0.0063, Validation Loss: 0.0084
Epoch 858, Training Loss: 0.0064, Validation Loss: 0.0054
Epoch 859, Training Loss: 0.0067, Validation Loss: 0.0048
Epoch 860, Training Loss: 0.0065, Validation Loss: 0.0106
Epoch 861, Training Loss: 0.0069, Validation Loss: 0.0054
Epoch 862, Training Loss: 0.0060, Validation Loss: 0.0053
Epoch 863, Training Loss: 0.0066, Validation Loss: 0.0091
Epoch 864, Training Loss: 0.0060, Validation Loss: 0.0049
Epoch 865, Training Loss: 0.0062, Validation Loss: 0.0054
Epoch 866, Training Loss: 0.0061, Validation Loss: 0.0079
Epoch 867, Training Loss: 0.0062, Validation Loss: 0.0048
Epoch 868, Training Loss: 0.0062, Validation Loss: 0.0081
Epoch 869, Training Loss: 0.0065, Validation Loss: 0.0068
Epoch 870, Training Loss: 0.0066, Validation Loss: 0.0077
Epoch 871, Training Loss: 0.0064, Validation Loss: 0.0049
Epoch 872, Training Loss: 0.0061, Validation Loss: 0.0085
